epoch,avg_loss
0,0.4622321014220898
1,0.42999749255956277
2,0.4143123204362463
3,0.40530405118620605
4,0.40018939072563803
5,0.39495017357479184
6,0.39135054450416
7,0.38762499242139287
8,0.38588479408145654
9,0.38112602995697564
10,0.37822148089225477
11,0.37702514998306186
12,0.3738858278333788
13,0.37518532397831683
14,0.37163685174030664
15,0.3701900463308808
16,0.37109046142834884
17,0.37126176438388037
18,0.368212260702658
19,0.3672416663381475
